,Temperature,ReactionCoordinate,Repeat,SampleSteps,ThermSteps,ThermWindow,MinEnergy,preTemperature,FreeEnergyGradient,FreeEnergyGradientVariance,avePsi,dXTangent,postTemperature,MaxJump,Valid
90,100.0,0.0,1,100,50,50,-2828.3785162465433,42.40319620529308,0.06858397959775722,0.0,-0.036062226902093805,-0.036062226902093805,82.33541245180847,7.363841284281382e-06,True
91,100.0,0.0,1,100,50,50,-2828.3785162465433,42.29262732482637,0.019652596153299926,0.0,-0.010333555822396367,-0.010333555822396367,80.27371571107008,1.0262962426668902e-05,True
92,100.0,0.0,2,100,50,50,-2828.3785162465433,43.61485554218634,-0.1312354790847866,0.0,0.06900508912019045,0.06900508912019045,82.62681028345058,7.923371972484315e-06,True
93,100.0,0.0,2,100,50,50,-2828.3785162465433,43.54720027264781,-0.0014226824973091346,0.0,0.0007480624386117893,0.0007480624386117893,83.12909963330847,6.797607023372234e-06,True
94,100.0,0.0,2,100,50,50,-2828.3785162465433,42.40318420045885,0.06858391546661534,-8.673617379884035e-19,-0.03606219318121899,-0.03606219318121899,82.33541540383058,7.363014259406982e-06,True
95,100.0,0.0,2,100,50,50,-2828.3785162465433,42.2927894126394,0.01964969557627499,-1.0842021724855044e-19,-0.010332030666413385,-0.010332030666413385,80.27370305127401,1.0256245530880873e-05,True
96,100.0,0.1,1,100,50,50,-2828.3538645256626,43.622577315680964,0.49464654729950575,-5.551115123125783e-17,-0.26573498277515384,-0.26573498277515384,82.65930276834783,0.010949515549671001,True
97,100.0,0.1,1,100,50,50,-2828.3538645256626,43.552656000753565,0.47297053735595235,0.0,-0.25409015444180955,-0.25409015444180955,83.11773263941572,0.010957788812390365,True
98,100.0,0.1,1,100,50,50,-2828.3538645256626,42.379205877765465,0.39297529706308537,-2.7755575615628914e-17,-0.21111495544896589,-0.21111495544896589,82.34106618932006,0.010952710020818494,True
99,100.0,0.1,1,100,50,50,-2828.3538645256626,42.29673181507512,0.49857816134011873,-2.7755575615628914e-17,-0.26784713213728867,-0.26784713213728867,80.27786424856208,0.01095524415479755,True
100,100.0,0.1,2,100,50,50,-2828.3538645256626,43.622395902848254,0.4946463200592788,0.0,-0.265734860696716,-0.265734860696716,82.65927595241996,0.010949523313372412,True
101,100.0,0.1,2,100,50,50,-2828.3538645256626,43.552719290948644,0.47297039973527366,-2.7755575615628914e-17,-0.25409008050896015,-0.25409008050896015,83.11768302669803,0.010957784503268128,True
102,100.0,0.1,2,100,50,50,-2828.3538645256626,42.37921003744016,0.39297540450412816,2.7755575615628914e-17,-0.21111501316865244,-0.21111501316865244,82.34106574155959,0.010952710045495638,True
103,100.0,0.1,2,100,50,50,-2828.3538645256626,42.29657006945285,0.49858023905866994,-2.7755575615628914e-17,-0.2678482483333006,-0.2678482483333006,80.27787702948494,0.010955244990958587,True
104,100.0,0.2,1,100,50,50,-2828.2875125539285,43.62866748855547,0.8675372680970961,-1.1102230246251565e-16,-0.43944440209711144,-0.43944440209711144,82.63161123381713,0.005429430772486917,True
105,100.0,0.2,1,100,50,50,-2828.2875125539285,43.58025876683372,0.7626356602271247,0.0,-0.3863072908228488,-0.3863072908228488,83.12973840284684,0.00542765949783923,True
106,100.0,0.2,1,100,50,50,-2828.2875125539285,42.377104978368926,0.7317758426317603,0.0,-0.37067548503107384,-0.37067548503107384,82.3468782002496,0.005423947709939246,True
107,100.0,0.2,1,100,50,50,-2828.2875125539285,42.30687373364454,0.7788318268870996,-1.1102230246251565e-16,-0.39451133580845427,-0.39451133580845427,80.30047292903188,0.005428425267073078,True
108,100.0,0.2,2,100,50,50,-2828.2875125539285,43.628673070074285,0.867538261492027,1.1102230246251565e-16,-0.439444905293755,-0.439444905293755,82.63161166753638,0.005429430810312624,True
109,100.0,0.2,2,100,50,50,-2828.2875125539285,43.580198588270406,0.7626369508829062,0.0,-0.3863079445947144,-0.3863079445947144,83.12978751874034,0.005427661424934058,True
110,100.0,0.2,2,100,50,50,-2828.2875125539285,42.37708321043477,0.7317756763180842,1.1102230246251565e-16,-0.3706754007861467,-0.3706754007861467,82.346875046511,0.005423948560001382,True
