,Temperature,ReactionCoordinate,SampleSteps,ThermSteps,ThermWindow,MinEnergy,preTemperature,FreeEnergyGradient,FreeEnergyGradientVariance,avePsi,dXTangent,PathEnergy,postTemperature,MaxJump,Valid,Repeat
154,300.0,0.125,2000,1000,100,-484.26720503050893,288.4972204062265,-2.5818225902983714,1.9918506809816466e-27,1.000000000000014,8.633169854242933e-15,-484.2739317697661,294.2254451752168,0.1668547046551131,True,1
155,300.0,0.125,2000,1000,100,-484.26720503050893,284.38580001889017,-2.6579963591458116,2.9180796199520094e-27,1.0000000000000149,1.4012080907454421e-14,-484.2739317697661,299.4364277315437,0.16685603626234077,True,1
156,300.0,0.125,2000,1000,100,-484.26720503050893,308.5217210708595,-2.498576876664735,2.9832941014731224e-27,1.0000000000000113,1.105288487130814e-14,-484.2739317697661,300.1561927697899,0.16685826652316813,True,1
157,300.0,0.125,2000,1000,100,-484.26720503050893,290.2477514282852,-2.5619213341662537,2.9768828660611106e-27,1.0000000000000266,6.453578994109766e-15,-484.2739317697661,290.5154644730534,0.1668556396678185,True,1
158,300.0,0.125,2000,1000,100,-484.26720503050893,260.09330710150056,-2.5831999707340723,2.3046102012513772e-27,1.0000000000000104,1.1085887032285545e-14,-484.2739317697661,294.4570327128333,0.16685497483523526,True,1
159,300.0,0.125,2000,1000,100,-484.26720503050893,300.8688566703339,-2.612665330358251,3.303271801494437e-27,1.0000000000000213,9.447827817803311e-15,-484.2739317697661,295.59740681743534,0.16685602556199636,True,1
160,300.0,0.25,2000,1000,100,-484.39287610332474,290.8678173074621,-0.701928737621612,1.8649299548963157e-27,0.9999999999999956,7.45403919398336e-15,-484.3928647502877,300.70802280404837,0.047707811535067084,True,1
161,300.0,0.25,2000,1000,100,-484.39287610332474,299.36800736088514,-0.7301423994972702,1.820564061960475e-27,0.9999999999999972,2.764050554370304e-14,-484.3928647502877,296.81639064747924,0.047706866197060965,True,1
162,300.0,0.25,2000,1000,100,-484.39287610332474,289.8671149816093,-0.8266374351648192,1.9430663579934673e-27,0.9999999999999962,8.77594876120004e-15,-484.3928647502877,292.3106822894312,0.04770671150689991,True,1
163,300.0,0.25,2000,1000,100,-484.39287610332474,306.61596941654386,-0.7006251262172042,2.180540001132426e-27,0.9999999999999959,3.793347661985948e-15,-484.3928647502877,297.08260229952094,0.06746893572501779,True,1
164,300.0,0.25,2000,1000,100,-484.39287610332474,279.47276391634836,-0.7583253204225756,2.11473460531658e-27,0.9999999999999944,7.540160363016605e-15,-484.3928647502877,298.90635205504464,0.04770833873483974,True,1
165,300.0,0.25,2000,1000,100,-484.39287610332474,304.04751402531076,-0.7380625808549554,2.3425979964349216e-27,1.0000000000000022,6.5667291364955236e-15,-484.3928647502877,293.71897856709535,2.856557830299408e-06,True,1
166,300.0,0.25,2000,1000,100,-484.39287610332474,297.79372438689666,-0.6494945256382243,1.4122339267592417e-27,0.9999999999999978,4.090693349967457e-15,-484.3928647502877,297.12108551819483,0.04770631785367563,True,1
167,300.0,0.25,2000,1000,100,-484.39287610332474,288.9507483652044,-0.7924603859500524,1.4937116410944241e-27,1.0,7.499379449279367e-15,-484.3928647502877,297.8837858097001,0.04770906274850363,True,1
168,300.0,0.375,2000,1000,100,-484.37808425689366,290.13267988158213,1.120433792819749,1.2047405954867789e-27,1.0000000000000302,5.8708385424561484e-15,-484.3797576978465,294.80138099188787,0.07143181620796675,True,1
169,300.0,0.375,2000,1000,100,-484.37808425689366,313.37039818920965,1.057456507902727,1.63702507591007e-27,1.0000000000000397,7.703696227843114e-15,-484.3797576978465,301.4090099020904,0.07143252022578804,True,1
170,300.0,0.375,2000,1000,100,-484.37808425689366,287.08895479265635,1.1348228895854169,1.3292816267736669e-27,1.0000000000000218,4.250642653130646e-15,-484.3797576978465,293.3871075461404,0.07143148540074562,True,1
171,300.0,0.375,2000,1000,100,-484.37808425689366,308.9910481180383,1.0400231751420903,1.8886336064984183e-27,1.0000000000000304,4.321430064311193e-15,-484.3797576978465,298.878906583171,0.07143205861152649,True,1
172,300.0,0.375,2000,1000,100,-484.37808425689366,326.3342739523173,1.0671013209130442,1.3568213344776659e-27,1.000000000000035,7.474676705206634e-15,-484.3797576978465,307.317574828902,0.07143207319027225,True,1
173,300.0,0.375,2000,1000,100,-484.37808425689366,276.07983903239847,1.1095921216523925,1.3376525041334689e-27,1.000000000000025,2.1945524305196333e-14,-484.3797576978465,302.2993353910171,0.0714322542968169,True,1
174,300.0,0.375,2000,1000,100,-484.37808425689366,287.80162901294136,1.063245752603372,1.3743132276698015e-27,1.0000000000000333,8.291888767497037e-15,-484.3797576978465,294.83326027171336,0.07143008271019657,True,1
175,300.0,0.375,2000,1000,100,-484.37808425689366,298.9130847443347,1.1345796715957026,1.4018333273125268e-27,1.0000000000000284,7.667477654307353e-15,-484.3797576978465,295.43083638613894,0.07143192881609574,True,1
176,300.0,0.5,2000,1000,100,-484.0913474982039,288.553825679318,2.955425472996446,6.543871944512663e-28,0.9999999999996244,5.213048770849286e-15,-484.23431035702214,303.4472123807265,0.19052957300400117,True,1
177,300.0,0.5,2000,1000,100,-484.0913474982039,314.71246552352085,3.0330966238030164,1.334316463926493e-27,0.999999999999593,9.071958206764279e-15,-484.23431035702214,300.3183710482116,0.19053020902258455,True,1
178,300.0,0.5,2000,1000,100,-484.0913474982039,273.5231589042627,3.002795151106115,1.051834416755646e-27,0.9999999999996337,3.217431555169773e-14,-484.23431035702214,298.6350488479061,0.1905295963156704,True,1
179,300.0,0.5,2000,1000,100,-484.0913474982039,299.69417258310943,2.997687015097984,9.641798037828454e-28,0.9999999999996009,1.6624837074131285e-14,-484.23431035702214,298.96486967635025,0.19053007212814904,True,1
180,300.0,0.5,2000,1000,100,-484.0913474982039,294.67807036782847,2.9673994090251097,1.0406081510501336e-27,0.9999999999996426,3.1814252003604044e-14,-484.23431035702214,298.57974352353335,0.19053114207377203,True,1
181,300.0,0.5,2000,1000,100,-484.0913474982039,280.70537593386604,2.9834995540700957,1.0155753993939228e-27,0.9999999999995578,2.006730568376093e-14,-484.23431035702214,296.4875644822754,0.19053003435659005,True,1
182,300.0,0.5,2000,1000,100,-484.0913474982039,278.93070228918486,2.9475064790752916,1.2916429718638867e-27,0.9999999999996324,9.339833047168388e-15,-484.23431035702214,297.25884586257445,0.1905293245300202,True,1
183,300.0,0.5,2000,1000,100,-484.0913474982039,306.9003693011227,2.97885763217966,1.0346745529020915e-27,0.999999999999579,2.133193937541605e-14,-484.23431035702214,294.25348003555916,0.19052863372919854,True,1
184,300.0,0.625,2000,1000,100,-483.78021705355314,277.08003747496446,4.846962786870644,8.153153058062242e-28,1.000000000000538,6.275581836337707e-15,-483.9464727347531,295.94628264864673,0.30955770794591253,True,1
185,300.0,0.625,2000,1000,100,-483.78021705355314,305.9871872377418,4.842554913596652,1.196996470963966e-27,1.0000000000005302,4.60107905418476e-15,-483.9464727347531,295.0798201378881,0.3095577048890095,True,1
186,300.0,0.625,2000,1000,100,-483.78021705355314,275.2238538238041,4.863045727175052,1.0828933660664395e-27,1.0000000000005418,1.6762281009987145e-14,-483.9464727347531,298.87500276880155,0.3095580172187048,True,1
187,300.0,0.625,2000,1000,100,-483.78021705355314,269.73956153545913,4.806860339750188,1.5196943035297588e-27,1.0000000000005478,7.155742899308788e-15,-483.9464727347531,294.859679428926,0.3095560952006461,True,1
188,300.0,0.625,2000,1000,100,-483.78021705355314,265.2634038103081,4.921402153241728,1.2275351222582678e-27,1.0000000000005234,6.661425150594416e-15,-483.9464727347531,297.75108891976555,0.3095592001652607,True,1
189,300.0,0.625,2000,1000,100,-483.78021705355314,324.6317962464146,4.905290559739698,1.6949327478447495e-27,1.0000000000005194,3.63767815339993e-15,-483.9464727347531,300.49772559196805,0.3095587439253245,True,1
190,300.0,0.625,2000,1000,100,-483.78021705355314,315.6500106905923,4.936338603273472,1.6471280038786487e-27,1.0000000000005298,4.7458453038509535e-15,-483.9464727347531,304.6901653143813,0.30955734284849173,True,1
